title,nose,taste,finish,score
"Mannochmore 11yr 2007 The Ultimate, hogshead 54.4%","Light and malty, pleasant. Honey, smooth malt, sugar pastry, pear, a bit musty but not too much, light floral, vanilla, gentle spice.","Textbook basic malty Scotch. Smooth & balanced malt, light easy pastry notes, honey, vanilla, light musty wood, easy floral notes, pear. The must/stale wood is there but not too strong, overall sweet and balanced malt","Gets richer on the finish, very nice. Bold malt, caramel, sugar pastry, rich vanilla, big fruity pear notes",7
"Glen Scotia 15 refill Bourbon 55.3%, SMWS 93.99 ""Drambletown Loch""","Toffee, big warm enveloping peat smoke, earthy funk, sweet chocolatey toasted wood and caramel, light apple fruits, robust malt, vanilla menthol char, brine. Almost Islay levels of smoke but a rich, mellow caramel feel and just amazingly complex. Wow","Pop of rich rich caramel, sweet spice and tart fruits. Then it settles down and the rich complex flavors set in: Sweet toasted wood, chocolate, vanilla char, balanced earthy funk, clean smoke, toasted marshmallow, smooth green apple, sweet barley sugar. Not as smoky as the nose, it all come together balances beautifully with tons of sweet barrel and malt notes. Huge rich flavor but still manages to stay nimble and complex on the palate. Again, just wow","Barley sugar malt and pastry, sweet wood notes, vanilla char, big blast of delicious sweet wood spice. Long, rich, and super sweet finish. Lingering sweet char and smoke",9
"Four Roses OBSQ 8yr/11mo 55.7%, Park Avenue Liquor","Hot cherry, bright floral notes and lively spice, mint, toasted wood and clean vanilla. Classic FRPS character","Hot and spicy, cherry syrup and brash toasted wood, sweet caramel, lively & floral, big hot minty spice. A lively and hot one, decent complexity. But the flavor is a little ""quick"" and mouthfeel is lacking","Perfumy floral notes, clean hot minty spice, hot cherry syrup, charred wood. Tasty finish, a bit short",7
"Little Book Chapter 2 ""Noe Simple Task,"" 59.4%","Big blast of twangy herbal spice that is savory and delicious. Mint, toffee, bright sweet toasted wood, hot spice, dill, vanilla, cinnamon. Sweet wood notes and lots of complex herbal spice, delicious and fun Rye-type nose","Hot spice and caramel, cinnamon, sharp and herbal and hot, slightly bitter and twangy but it's interesting and not unpleasant, rich grainy wood, metallic cherry, flash of sweet funky char. Complex and hot with some zany spice flavors","Hot rye spice, charred and twangy toffee, sweet toasted wood, rich savory herbal notes",7
"Glengoyne Cask Strength batch 009, 58.8%","Meaty malt, sweet winey fruits, toffee, vanilla cream, cherry wine. Straightforward pleasant sherry with prominent and meaty maltiness","Toffee, toasted wood, fruity sherry sweetness and spice, robust malt, cherry syrup. It's not a dark and heavy sherry bomb, very even-keeled and balanced. Textbook winey sherry flavor with a nice malty and woody backbone that gives it some meat. Not super sweet. Very pleasant and Scotchy","syrupy cherry and spice, prune, sweet wine sulfur, malt, smooth flavorful sherry",7
"Glenlivet 15yr 1995 Signatory UCF, 1st fill sherry 46%","Toffee, dark chocolate, toasted wood, vanilla, rich dark grape, dry prune, char, wood spice. Dark rich nose, dark mellow fruits and woody","Smooth fruity toffee, watered down and chocolatey, easy woodiness, dark closed grape. There's some tannic wood notes that start to take over and dry it out too much, doesn't work well with the overall watered down flavor.","smooth tannic oak and wood spice, dry oak and light fruits. Dry and oaky and light",5
"Ballechin 10 Signatory Binny's pick, Madeira Hogshead, 59.3%","Smoke, toffee, creamy vanilla, bitter fruits, dark burnt prune, chocolate toasted wood, spice tingle, sweet menthol char. Very rich and smooth and balanced. Smoky and chocolatey but not an assault","Oh boy it's hot. Hot spice and cherry syrup, toffee, rich smooth smoke, tannic oak, dark bitter and tannic fruits. Some water smooths out the bitterness and spice heat a bit, they're still there but a little better integrated. Chocolate, toasted wood, smooth smoke and mellow spice","Sweet dark fruits, burnt prune, tannic oak, dark rich smoke, big building spice and burnt charred menthol",7
"Octomore 9.3, 62.9%","Peaty & briny Islay perfection. Intense octo peat, lumbering & lively, creamy sweet vanilla, tons of clean sharp brine, pastry malt, bright sweet barley, subtle sweet red fruit funk, burnt rubber, sweet ashy char","Flavor is nimble and lively for an Octomore but still has that huge thick Octo mouthfeel. Caramel and big sweet malt, Intense smoky peat builds to epic proportions, tons and tons of clean sharp brine, creamy sweet vanilla, sugary barley, background fruit candy sweetness. It's very happy and barley-sweet but without losing one bit of it's signature thick Octomore peat","Builds to an insanely huge finish of sweet barley, vanilla, intense sweet briny peat, delicious twang of burnt rubber & minty char that compliments the peat beautifully. Finish lingers for ages and feels very bright and happy in a dark peaty way",9
"Rossville Union Rye(MGP) ""Barrel Proof,"" 56.3%","Caramel, brash and peppery Rye spice, flash of harsh wood, thin cherry. Nice Rye action but kind of astringent and lacking complexity","Big peppery and spicy Rye, brash, tinny caramel, hot cherry and spice, some quick gritty wood notes. Flash of hot & harsh flavor, not much here to grab you","Hot peppery spice, herbal notes, thin caramel, longish spicy finish without a whole lot of flavor",5
"Arran 11 Small Batch Pineau des Charentes, 53.7%","Clean sweet caramel, creamy vanilla, nice floral notes and light easy fruitiness, smooth clean malt, sweet woodiness and root beer char. Smooth balanced and pleasant, fruits get brighter with air","Clean, smooth, super balanced. Pastry and syrupy-sweet caramel, smooth creamy malt, tame raisin and cherry fruitiness, some oaky caramel, vanilla","Syrupy thick caramel and sweet smooth oak, vanilla, some nice mellow spice",7
"Octomore 10.2, 56.9%","Thick peat and smoky bbq smells, smoked meat, deep thick fudgey chocolate, menthol char, burnt rubber, dark grape, tart fruits, sweet bubbly wine, minty spice,heavy medicinal peat and brine. Classic thick octomore nose, more chocolatey Bourbon barrel with background sweetness","More sweetness comes through with tons of heavy Octo peat and rich chocolatey notes. Sweet creamy melding of chocolate, vanilla, and huge thick smoke. Brine, caramel, big bbq smoked meat, fleeting bubbly tart wine notes, chocolatey toasted wood, creamy vanilla and cherry filling. Thick and meaty mouthfeel (giggity)","Creamy vanilla, chocolate, thick barley sweetness, big thick smooth smoke and chocolatey charred brine, menthol. Finish builds huge but then ends just a tad too quick for an Octomore, a minor complaint.",8
"Old Perth Blended Malt, Red Wine finish no.2 LE 62.3%","Wood, hot allspice, floral, caramel, grassy malt, banana funk, vanilla, toffee, sweet malt. Nose is nice, hot and slightly funky malt, doesn't scream wine finish","Sticky sweet caramel, vanilla, hot peppery spice, sweet tart berry and very subtle wine funk but it's masked behind a lot of spice. Some water mellows the spice and brings out more sweet barley and grassy malt. Still not a whole lot of wine influence to be found, there's maybe a smooth and very subtle fruit sweetness that melds with the grassy malt","Wine sweetness brightens up more on the finish, with sweet barley malt and vanilla, some bitter wood. Water smooths out the spice kick into a mellow peppery menthol",6
"Bunnahabhain 11 2009 ""The Ultimate,"" 1st fill sherry 67%","Honey, rich soft sherry, warm spice, black cherry, prune, orange, toffee, vanilla, dark toasted wood, thick malt, chocolate. Soft, richly sweet and balanced","Rich caramel, dark cherry sweetness and big spice build huge, gritty graham cracker and barrel char, strawberry, chocolate, big toasted oakiness, tobacco, tart sweet berries.  At 67% I was afraid of too much heat, but this is just huge and flavorful","Builds huge with luxurious sticky sweet cherry and big hot spice, sweet toffee and graham cracker, vanilla, lingering charred sweets. Long sweet and hot finish, I really love it",8
"Benriach 13yr 1997 virgin oak single cask #3279, 56.3%","Toasted oak, light tannins, wood spice, hot menthol and cherry, mint, vanilla, some warm rounded malty funk, with air lots of chocolate and sweet char. It's spicy with lots of menthol, I feel like I might even guess this as a Rye blind.","Much more Scotchy on the palate after that spicy American nose. Thick smoothly sweet malt with rich heavy caramel, sweet vanilla, heavy but mellow wood spice, chocolatey toasted wood, slight tannic bite. Nice balance of malty mouthfeel and smooth chocolatey wood notes with just a slight tannic and spicy bite, lots of sweet malt & wood. Big complex flavor","Thick malt and rich woody caramel, light tannic oak, sweet vanilla, lingering root beer char and sugary barley. Long sweet and complex finish.",8
"Lous Mouracs #15 1983 35yr, L'encantada, 44.9%","Chocolate fudge, deep thick chocolatey oak, vanilla, warm smooth fruits, caramel, dark cherry, orange, big chocolatey grape. Beautiful rich chocolate and fruit nose","Chocolate, caramel, warm toned-down grape, big & dry tannic wood, vanilla, light and breezy mouthfeel but with rich oaky flavors, cherry cola, smooth grape","Light finish, delicious flavor. Grape drink and caramel, light chocolatey wood and vanilla.mouracs #15",7
"Ancient Age, 40%","Caramel and fruits, honey, light vanilla, musty wood and sweet funky corn, orange. A bit musty and funky maybe but basically inoffensive and pleasant","Obviously light at 40%, but not overly so and it's pretty tasty. Mellow warm sweetness, orange caramel, honey, mild funk, sweet corn, light wood, vanilla. Pleasant, doesn't have any harshness or young ethanol burn and doesn't feel too watered down at the proof","Sweet corn and caramel, mild spice and youthful funk",5
"Ardbeg Drum, Committee Release 52%","Big sweetly charred peat, vanilla, creamy dessert sweetness, tons of sweet gritty char, mean heavy boggy peat, brine and spice","Huge flavor, clean and creamy sweet and so fucking peaty. Huge clean peat, sweet gritty char and vanilla, caramel, sugary pastry, heavy peaty brine, massive ashy and charred peat. Sweet and creamy in a dessert pastry kind of way but the clean peat is still front and center. Delicious stuff","sweet heavy char, sweet sweet sweet vanilla, massive peat. Lingers with creamy sweetness and super clean peat",8
"Blanton's Gold, 51.5%","Very much straightforward and quintessential Bourbon. Bright corn and lots of orange zest, sweet grain, brown sugar, toasted wood, warm & rich orange caramel, minty spice","Clean caramel and bright corn sweetness, tastes happy. Orange zest, big Bourbon-y corn grain, brown sugar, mint, clean toasted oak, nice peppery spice kick. It seems to effortlessly tick all the classic Bourbon profile boxes and does it really well in a big and flavorful way.","Orange zest and spice kick, brown sugar. Sweet Bourbon finish",7
"Glenallachie 19 single cask, PX finish 52.5%","Luscious sweet fruits, cherry, dark strawberry, zingy tart grape, rich thick honey & caramel, vanilla, some light chocolate wood notes. Dark and sweet with a really nice thick honey undercurrent","A sherry bomb, silky smooth and thick and sweet. Smooth rich fruits, darkly sweet cherry and strawberry, zingy grape drink, lots of warm vanilla, thick dark caramel and honey, smooth oak, menthol and wood spice. For how big and rich it is it's incredibly balanced and silky smooth, a pleasure to sip on. A bit on the dry side","Sweet dark fruits and some nice zingy peppery spice builds big. It gets candy sweet grape/cherry and spicy, complex and delicious finish",9
